,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
505,"Software Engineer (Full Stack, JavaScript)",Epsilon,"Chicago, IL 60606 (The Loop area)+2 locations",N/A,"Applied experience programming using modern object-oriented and functional languages such as Java, JavaScript, Scala, Python, C/C++, or similar.",Posted30+ days ago,2022-05-05
506,new,"Envoy Global, Inc.","Remote in Chicago, IL+1 location",Estimated $125K - $158K a year,"2+ years of experience providing architectural oversight for software solutions.
Excellent written and oral communication skills.",Posted6 days ago,2022-05-05
507,new,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Hybrid remote in Chicago, IL+3 locations",N/A,"Job Purpose: This position is responsible for developing, integrating, testing, and maintaining existing and new applications; knowing one or more programming…",Posted5 days ago,2022-05-05
508,Sr JAVA Developer,Surya Systems,"Remote in Chicago, IL",Estimated $127K - $160K a year,"Java developers - Microservices, Rest APIs main skills.",Posted30+ days ago,2022-05-05
509,Senior Software Engineer - Front-End,CyberCube,"Remote in Chicago, IL+1 location",Estimated $102K - $129K a year,"Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery.
Good knowledge and practical experience of client-side build…",Posted30+ days ago,2022-05-05
510,Full-Stack Developer Remote,SAP,"Remote in Naperville, IL 60563",N/A,"We were early proponents and adopters of advanced analytics, mobile, machine learning, and AI.
Self-motivation enabling you to deliver working software with…",Posted29 days ago,2022-05-05
511,RPA Software Engineer- Remote,Quest Diagnostics,"Remote in Orland Park, IL 60462",N/A,"Create design specifications, documentation, and unit testing plans as defined by the Agile development process.
Healthcare or laboratory experience preferred.",Posted30+ days ago,2022-05-05
512,Web Developer,"Frey Design Group, Inc.","Roselle, IL 60172",Estimated $64.9K - $82.1K a year,"In this role, you’ll work closely with our Creative Director, project manager, designers, and other developers on all accounts and project types.",Posted30+ days ago,2022-05-05
513,Windows DevOps Engineer (Remote),Origami Risk LLC,"Remote in Chicago, IL 60601",Estimated $100K - $127K a year,"The work will encompass day to day systems operations duties implementing, monitoring, fixing information systems and providing support for the department and…",Posted30+ days ago,2022-05-05
514,new,Nielsen,"Remote in Chicago, IL",N/A,"Work with the test team to ensure software quality.
Responsible for the development of a bespoke line of business software solutions within a complex enterprise…",Posted1 day ago,2022-05-05
515,Lead Software Development Engineer in Test (Remote),Enova International,"Hybrid remote in Chicago, IL 60604+2 locations",N/A,"Mentor and train software engineers on various topics to achieve short term and long term goals.
Data and Decisioning - We work on building pipelines and tools…",Posted30+ days ago,2022-05-05
516,Fullstack Software Engineer,Box,"Remote in Chicago, IL 60607",Estimated $92.4K - $117K a year,"Have great visibility and impact across all of Engineering.
Deep understanding of algorithms, data structures and software design.",Posted30+ days ago,2022-05-05
517,Mobile Application Developer,ProBar,"Chicago, IL 60603 (Loop area)",Estimated $84.2K - $107K a year,"The position requires complete knowledge of mobile application development, website design, database development and support, and wireless scanner integration.",Posted30+ days ago,2022-05-05
518,UI Developer,Abbott Laboratories,"Chicago, IL",N/A,"Ability to rapidly produce interim deliverables (such as style guide components, technical specifications, browser and market analysis, prototypes, proofs of…",Posted30+ days ago,2022-05-05
519,Backend Software Development Engineer,Fortinet,"Chicago, IL",Estimated $116K - $147K a year,This is a backend software developer role for someone with experience building large-scale distributed applications for advanced infrastructure and digital…,Posted30+ days ago,2022-05-05
520,Digital Analyst,American Medical Association,"Chicago, IL 60611 (Near North area)",Estimated $72.5K - $91.9K a year,"3-5 years of demonstrated experience in digital analytics, marketing, technology, or a combination of those required.
Reports, Dashboards, and Data Insights.",Posted30+ days ago,2022-05-05
521,new,Mandiant,"Remote in Chicago, IL+1 location",N/A,"Expert knowledge of the software development life cycle and methodology.
Expert knowledge and experience with Agile software development.",Posted1 day ago,2022-05-05
522,.Net Developer,IvyTech Solutions,"Arlington Heights, IL",Estimated $81K - $103K a year,"Demonstrate leadership abilities to our clients with the deployment of software.
Lead evolution of the existing software system applications and architecture in…",Posted30+ days ago,2022-05-05
523,Software Engineering Manager (Services),Vivid Seats,"Chicago, IL 60606 (Loop area)",Estimated $129K - $163K a year,"Participate in the Design and architecture to drive technical innovations · While this position does not require hands-on coding, it will require technical…",Posted23 days ago,2022-05-05
524,Senior Software Engineer,Azul 3D,"Chicago, IL",Estimated $131K - $166K a year,"You will be working on a wide range of software development projects, which includes collaborating with electrical and mechanical engineers for hardware…",Posted30+ days ago,2022-05-05
