,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
490,Reference Data Analyst,DRW,"New York, NY",N/A,"3 plus years of experience in financial markets data in roles with responsibility for reference and valuation data.
Fluency with a Bloomberg terminal required.",Posted28 days ago,2022-05-05
491,"Senior Data Reporting Analyst, EDI & Reporting",Versant Health,"Remote in Albany, NY",Estimated $91.6K - $116K a year,Creation of reconciliation controls and reporting to ensure data submissions align with core system counts as well as responses from states and clients for file…,Posted22 days ago,2022-05-05
492,Data Analyst,Lux USA,"Port Washington, NY 11050+1 location",N/A,"Elaborate reporting on data/ops related metrics.
EDI, sales, inventory data and invoicing flow.
Daily, they are responsible for managing data and support…",Posted30+ days ago,2022-05-05
493,Business Analyst,Myers-Holum,"Remote in New York, NY 10016",Estimated $99.5K - $126K a year,"Analyze complex business requirements and map business processes to NetSuite software.
Assist in performing fit/gap analysis on business requirements en route…",Posted30+ days ago,2022-05-05
494,Accreditation Data Analyst (Part-Time),Iona College,"New Rochelle, NY 10801",Estimated $46.8K - $59.2K a year,"The position will be on a 3 year contract.
Assist with the completion of the accreditation annual report that has extensive data and reporting associated with…",Posted30+ days ago,2022-05-05
495,Early Career - Business Analyst - ServiceNow/ConnectUs,Gainwell Technologies LLC,Remote in New York State,N/A,Assists in analyzing and documenting client's business requirements and processes; communicates these requirements to technical personnel by constructing basic…,Posted30+ days ago,2022-05-05
496,"Senior Analyst, Data + Analytics Operations",PepsiCo,"Purchase, NY 10577+1 location",N/A,3-5 years of experience in business related role or strategy experience either internally or with a Top-Tier consulting firm.,Posted30+ days ago,2022-05-05
497,Senior Data Analyst,VMLY&R,"New York, NY 10019 (Midtown area)",Estimated $83K - $105K a year,"Extract data from various digital tools.
Manage data accuracy and integrity for client marketing programs.
Implement, collect, and analyze natural language data…",Posted9 days ago,2022-05-05
498,Business Intelligence Analyst,Paramount+,"New York, NY 10016 (Gramercy area)",N/A,"Strong detail-orientation with a penchant for data accuracy and good grammar.
Experience extracting data from databases using SQL.",Posted12 days ago,2022-05-05
499,Research Data Analyst-NE,Albany Medical Center,"Albany, NY 12208 (Whitehall area)",N/A,"Research Associate (Per Diem, Pediatric Hemophilia Program).
The Research Associate performs a variety of complex technical duties involved in conducting…",Posted30+ days ago,2022-05-05
500,Business Performance Business Intelligence Analyst,Visions Federal Credit Union,"Endwell, NY 13760",Estimated $62.4K - $79K a year,"Have the ability to independently gather business data through many different ways including gathering data through mining the company’s internal data, looking…",Posted30+ days ago,2022-05-05
501,Senior Audit Data Analyst,Ridgewood Savings Bank,"Lake Success, NY",Estimated $72.5K - $91.9K a year,A minimum of five (5) years experience in performing financial or operational audits or two (2) – three (3) years of business data analytics experience.,Posted26 days ago,2022-05-05
502,Data Analyst,Havas Group,"New York, NY",N/A,"8+ years of experience in data analysis.
Be responsible for the quality and accuracy of data.
Assist in the coordination of data collection from various sources…",Posted30+ days ago,2022-05-05
503,Technical Analyst,Verisk,"White Plains, NY",Estimated $64.9K - $82.1K a year,Leverage existing deposit data to support internal and external stakeholders and end users on new application and user scenarios for deposit data.,Posted30+ days ago,2022-05-05
504,Compliance Business Analyst Associate,Sumitomo Mitsui Banking Corporation,"New York, NY 11205 (Clinton Hill area)",Estimated $102K - $129K a year,"They will also be expected to review data sets, data mappings, and business processes.
Have a general understanding of database design, experience with data…",Posted30+ days ago,2022-05-05
505,Contractor Business Intelligence Analyst,Auto TechLabs Inc.,"White Plains, NY 10604",Estimated $97.2K - $123K a year,"Develop data quality validations to ensure data accuracy and proactively identify data issues.
Ensure that data governance standards are adhered to within the…",Posted30+ days ago,2022-05-05
506,Business Analyst,Excellent Business Consultants,"New York, NY",Estimated $83.8K - $106K a year,"Gather data on competitors & analyze their prices, sales, & method of marketing & distribution.
Conversant with marketing, advertising, & communications…",Posted30+ days ago,2022-05-05
507,new,Guidepoint Global,"New York, NY 10017 (Turtle Bay area)",Estimated $38.3K - $48.5K a year,"Analyze and understand the disparate sources of healthcare industry data.
Must have a passion for solving complex big data problems.",Posted7 days ago,2022-05-05
508,"Senior Data Analyst, Trust and Safety, Product",Google,"New York, NY (Chelsea area)",N/A,"3 years of experience in data analysis, working with databases, querying (e.g., SQL), statistical analysis, machine learning, and/or abuse investigations.",Posted30+ days ago,2022-05-05
509,Customer Experience Data Analyst,MJHS,"Brooklyn, NY+3 locations",Estimated $58.5K - $74.1K a year,"Prior experience in business operations performing a broad range of data analysis and management required.
The Customer Experience Data Analyst is responsible…",Posted9 days ago,2022-05-05
510,new,KPMG,"New York, NY+2 locations",N/A,"Minimum three years of recent experience as a business analyst.
Work with solution team owners and subject matter experts to develop and document business…",Posted5 days ago,2022-05-05
511,"Pharmacy Analyst, 340B Program",NYU Langone,"New York, NY",N/A,"Highly knowledgeable and proficient in usage of Microsoft software with emphasis in data analytics.
The 340B analyst will work closely with the pharmacy…",Posted30+ days ago,2022-05-05
512,Senior Business Analyst,HSBC,"New York, NY+1 location",N/A,"Product knowledge in payments and markets data a plus.
The SI team is responsible for using data and analytics to drive business growth through the generation…",Posted28 days ago,2022-05-05
513,Business Analyst,Columbia University Medical Center,"New York, NY 10032 (Washington Heights area)",N/A,"Up to 4 trips of international travel, lasting 2-3 weeks in duration will be required.
The Business Analyst is responsible to work directly with stakeholders…",Posted30+ days ago,2022-05-05
514,Business Analyst (Remote),RELX,"Remote in New York, NY",N/A,Identify and address data quality issues across the organization through root cause analysis and remediation activities.,Posted30+ days ago,2022-05-05
515,Technical Business Analyst,Morgan Stanley,"New York, NY",N/A,Assist data consumers and development teams by taking on data research/analysis tasks and answering questions about the data.,Posted9 days ago,2022-05-05
516,Business Intelligence Analyst,NPD Group,"Port Washington, NY 11050",Estimated $74.2K - $94K a year,"Proficiency with ETL processes, data preparation, data blending and more.
Follow analytical data best practices.
Experience with Consumer data is a plus.",Posted30+ days ago,2022-05-05
517,Data Analyst - Research and Evaluation,Student Leadership Network Inc,"New York, NY 10001 (Chelsea area)",Estimated $75.1K - $95.1K a year,"Support internal analysis employing both statistical and data science methods, as well as the creation of data products for external use.",Posted30+ days ago,2022-05-05
518,"Analyst, Merchant Analytics and Strategy",Amex,"New York, NY",N/A,"Expertise in quantitative data analysis methods and data mining.
Background in consulting, data analysis, statistics or related field.",Posted22 days ago,2022-05-05
519,Data Analyst,Lux USA,"Port Washington, NY 11050+1 location",N/A,"Elaborate reporting on data/ops related metrics.
EDI, sales, inventory data and invoicing flow.
Daily, they are responsible for managing data and support…",Posted30+ days ago,2022-05-05
520,Finance Transformation Office – Sr. Data Governance Business...,Citi,"New York, NY+1 location",N/A,"Performs analysis to test hypotheses and size opportunities (including data gathering, modeling and synthesis of results).
Primarily affects a sub-function.",Posted13 days ago,2022-05-05
521,Student Associate Program- Finance & Data and Analytics (Bus...,Madison Square Garden Entertainment,"New York, NY 10121 (Garment District area)",N/A,"While participating in the Student Associate Program, students will have the opportunity to work with our employees to get a full understanding of the business.",Posted30+ days ago,2022-05-05
522,Analyst/ Senior Analyst - Product Innovation and Analytics,Amex,"New York, NY",N/A,"Data Analytics: Analyze large amounts of data to unveil business insights to create better customer experiences.
Knowledge of MS Office – PowerPoint, Excel.",Posted30+ days ago,2022-05-05
523,Data Analyst (Healthcare),ConnectiCare,"New York, NY+1 location",N/A,Maintain custom template to ingest foundational data assets to assure end to end data lineage form Source system of records to reporting data layer.,Posted30+ days ago,2022-05-05
524,SC Planning Data Visualization Specialist,PepsiCo,"Purchase, NY 10577",N/A,"Mentor analysts on SQL and Tableau best practices.
Partner with Data Engineers to ensure projects have the right data sets and ETL processes.",Posted30+ days ago,2022-05-05
525,"Senior Data Analyst, Financial Services",Earnest Research,"Remote in New York, NY",N/A,"2-5 years of finance experience, preferably in equity research, private equity, or asset management.
Collaborating with product and engineering teams for…",Posted30+ days ago,2022-05-05
526,Data Programmer and Analyst,CRC Management Co LLC,"Queens, NY",N/A,"Assist management and field personnel with data compilation and analysis.
Create and update data templates for import into accounting and management reporting…",Posted21 days ago,2022-05-05
527,new,Albert Einstein College of Medicine,"Bronx, NY 10461 (Parkchester area)",N/A,This person will work with key stakeholders to ensure that the business needs define how the software is used effectively and efficiently.,PostedToday,2022-05-05
528,"Associate, Data Science - Customer Segmentation Analytics","JPMorgan Chase Bank, N.A.","New York, NY+1 location",N/A,"Become a trusted partner and thought leader on customer data and data science & analytics techniques.
This individual contributor role is a unique opportunity…",Posted10 days ago,2022-05-05
529,Workforce Planning Analyst,Highmark Inc.,New York State,N/A,"3 - 5 years of experience in Business Intelligence or Data Analytics.
3 - 5 years of experience in Capacity Planning or Staffing Models.",Posted30+ days ago,2022-05-05
530,new,eBay Inc.,"New York, NY",N/A,"You possess super strong technical skills to turn big data in Hadoop into actionable insights.
To be successful in this role:3+ years of experience in analytics…",Posted1 day ago,2022-05-05
531,Business Analyst,ICF,"New York, NY",N/A,The IT Business Analyst will support tasks within the software development cycle and be responsible for system data together with the business intelligence it…,Posted15 days ago,2022-05-05
532,"Senior Analyst, Online Business Analytics (Remote)",Home Depot / THD,"Remote in New York, NY 10001",N/A,"20% - Analyze web analytics data as well as other offline data to evaluate site performance.
Prior experience with data visualization platform (Tableau).",Posted23 days ago,2022-05-05
533,Master Data Analyst,KIND,"New York, NY 10018 (Clinton area)",Estimated $65.1K - $82.5K a year,"Define and publish data definitions for organization as data elements are added or modified.
Consistency and stability in data structures.",Posted30+ days ago,2022-05-05
534,new,McGraw Hill,"New York, NY",N/A,"Minimum 5-6 yrs. of experience, as a Business Analyst/Functional Consultant.
As a Senior Technical Business Analyst, you will be translating high-level business…",PostedToday,2022-05-05
535,new,Citi,"New York, NY+2 locations",N/A,"Ability to problem solve and analyzes data with demonstration of attention to detail.
5-8 years of experience.
Strong verbal and written communication skills.",PostedJust posted,2022-05-05
536,IT Business Analyst,"Canon U.S.A., Inc.","Hybrid remote in Melville, NY",N/A,"Bachelor's degree in a relevant field or equivalent experience required, plus 3 to 5 years of related experience.",Posted30+ days ago,2022-05-05
537,Data Analyst,ADP,"New York, NY 10001 (Chelsea area)",N/A,"Tolerance for the occasional data cleansing.
Enterprise-grade data and systems knowledge.
A myriad of data projects as needs arises.",Posted30+ days ago,2022-05-05
538,Senior Agile Business Analyst,DVG Interactive,"New York, NY",Estimated $114K - $144K a year,"Experience with Agile methodology, writing user stories, managing scrum calls, prioritizing backlog, etc.
The Business Analyst serves as the principal conduit…",Posted30+ days ago,2022-05-05
539,Marketing Data Analyst,Success Academy,"New York, NY 10005 (Financial District area)+1 location",Estimated $83K - $105K a year,"3+ years of experience in a marketing data analytics role.
Familiar with pulling data from third party sources including Facebook, Google.",Posted30+ days ago,2022-05-05
540,Business Analyst I - Office of Research Services,Mount Sinai,"New York, NY",N/A,"Gathers, prepares, and reconciles basic organizational data and information.
Gathers and prepares data from business and organizational systems to assist…",Posted30+ days ago,2022-05-05
541,Institutional Research Analyst,Stony Brook Medicine,"Stony Brook, NY 11790",N/A,"Coordinate with other analysts to link employee data to student data, finance data and other sources to create metrics (i.e. student-faculty ratio, sections per…",Posted23 days ago,2022-05-05
542,Business Intelligence Data Analyst (Healthcare),EmblemHealth,"New York, NY",N/A,"Experience managing large amounts of data and proficiency using data access tools required.
Experience working with healthcare/payer data required.",Posted30+ days ago,2022-05-05
543,Data Analyst,Softincubator,"New Hyde Park, NY",Estimated $65.1K - $82.5K a year,"Candidate should have 3 to 5 years of software experience and minimum 1 year in Angular JS & HTML5.
Design data warehousing objects according to bottom-up…",Posted30+ days ago,2022-05-05
544,Data Analyst 4 - Report Developer,BAKKT LLC,"Atlanta, NY",Estimated $81K - $103K a year,"Create and maintain replicable and scalable data pipelines for data generation, integration and dashboards displaying the metrics to facilitate business…",Posted30+ days ago,2022-05-05
545,Quality Assurance Data Coordinator & Analyst,Stony Brook Medicine,"Stony Brook, NY 11790",Estimated $49K - $62K a year,"Produces data in various formats, including, charts, and graphs etc., summarizing data findings.
Experience in writing professional reports and preparing…",Posted30+ days ago,2022-05-05
546,Associate Commercial Analyst,Veeva Systems,"New York, NY",N/A,"Experience in Tableau or data visualization.
Understanding of data and analytics and how they drive business outcomes.",Posted30+ days ago,2022-05-05
547,Business Analyst,Trood,"New York, NY 10272 (Financial District area)",Estimated $95.6K - $121K a year,"Design of business data models and data processing schemes;
Experience with business intelligence and data analysis projects.",Posted30+ days ago,2022-05-05
548,Operations Analyst,S&P Global,"New York, NY 10041 (Financial District area)",N/A,"Requires 3-5 years of experience in operations or as a business analyst with experience in developing and doing ongoing reporting.
Master’s Degree a plus.",Posted30+ days ago,2022-05-05
549,Commercial Real Estate/Special Situation Debt Analyst Analys...,Guardian Life Insurance Company,"New York, NY",N/A,The inclination to seek and analyze data from a variety of sources to support decisions and to align others with the organization's overall strategy.,Posted16 days ago,2022-05-05
550,Data Analyst,National University,"New York, NY 10170 (Midtown area)",Estimated $74.7K - $94.5K a year,"Authenticates and interprets data based on results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data…",Posted30+ days ago,2022-05-05
551,Business Intelligence Analyst,New York Power Authority,"White Plains, NY 10601",Estimated $94.3K - $119K a year,"Experience in data preparation, data analysis, data visualization, programming, database administration, and reporting.
Advanced Degree in relevant field.",Posted30+ days ago,2022-05-05
552,"SEM Analyst, Media",Spark Foundry,"New York, NY 10014 (SoHo area)",N/A,"Assist team in gathering necessary data for plan development.
Pull and analyze data to inform campaign reporting and help build insights.",Posted12 days ago,2022-05-05
553,"Sr Data Analyst, Sports Analytics",Disney Media & Entertainment Distribution,"New York, NY+1 location",N/A,"Understanding of data warehousing concepts, design, modeling and data engineering.
Support business units, data teams and product/program management with…",Posted11 days ago,2022-05-05
554,Salesforce Business Analyst,Ponce Bank,"Bronx, NY 10462 (Parkchester area)",Estimated $70.3K - $89.1K a year,"A minimum of three (3) years' experience in Salesforce administration.
The Salesforce Business Analyst is responsible for guiding data driven business…",Posted30+ days ago,2022-05-05
555,Workday Financials/PSA Data Analyst,WPP,"Remote in New York, NY 10017",N/A,"Background in large data conversion projects, with multiple data sources from varying data models utilizing SAP/Oracle/Workday/similar as target.",Posted30+ days ago,2022-05-05
556,"Senior Data Analyst, Consumer Lending - New York New York",PenFed Credit Union,"New York, NY 10001 (Chelsea area)",N/A,"Three (3) years of experience in complex, data driven problem solving, customer behavior analysis, and product performance analysis.",Posted30+ days ago,2022-05-05
557,Technical Business Analyst,First Eagle Investment Management,"New York, NY",Estimated $131K - $166K a year,"As part of a highly visible team, this role requires excellent teamwork, technical, analytical, and communication skills to perform frontline support for…",Posted30+ days ago,2022-05-05
558,Data Analyst,Cree Wolfspeed,"Marcy, NY",Estimated $72K - $91.2K a year,"In this role, you will support the data needs of various Defectivity reduction teams, automate data analysis for yield and build infrastructure to automate data…",Posted30+ days ago,2022-05-05
559,IT Business Analyst,"Canon U.S.A., Inc.","Hybrid remote in Melville, NY",N/A,"Bachelor's degree in a relevant field or equivalent experience required, plus 3 to 5 years of related experience.",Posted30+ days ago,2022-05-05
560,"Associate, E-commerce Business Analysis (IEC)",Kiss Products,"Port Washington, NY",N/A,"The Cohort data of #members, buyers, and guests.
Demonstrated ability to turn data insights into recommendations Understanding of all aspects of website…",Posted30+ days ago,2022-05-05
561,IT Business Analyst,Citi,"New York, NY+6 locations",N/A,"Strong data analysis and reporting using Microsoft Excel and PowerPoint.
Recognized technical authority for an area within the business.",Posted30+ days ago,2022-05-05
562,Health & Benefits Analyst – H&B Immersion Program (Universit...,Willis Towers Watson,"New York, NY",N/A,"You will have exposure to real client assignments which will exercise your ability to analyze data, draw conclusions, and present results.",Posted30+ days ago,2022-05-05
563,Senior Business Analyst,HealthFirst,"Remote in Staten Island, NY 10301",N/A,"3-5 years’ experience performing Business Analysis.
Work experience with access to confidential information and other data types.",Posted30+ days ago,2022-05-05
564,"Research and Evaluation Data Analyst, Bureau of Brooklyn Nei...",NYC Careers,"Brooklyn, NY 11221 (Bushwick area)",N/A,"Respond to internal and external data requests.
Using quantitative and qualitative methodologies, develop logic models and other research and evaluation tools,…",Posted15 days ago,2022-05-05
565,Business Intelligence Analyst,Garnet Health,"Middletown, NY 10940",Estimated $65.7K - $83.1K a year,"Level 3: 5 or more years of business intelligence experience, with or without Epic certification.
Experience analyzing data and creating reports.",Posted30+ days ago,2022-05-05
566,Business Analyst,Envision Healthcare,"New York, NY 10065 (Upper East Side area)",N/A,"Management of CRM (Salesforce) to ensure data integrity.
Development and management of quality assurance and data integrity.",Posted8 days ago,2022-05-05
567,Data Engineer Senior Analyst,Accenture,"New York, NY",N/A,"Develop high performance data pipelines to support complex data integration.
Familiarity with data orchestration tools like Airflow and big data technology like…",Posted30+ days ago,2022-05-05
568,RCM Data Analyst-Full-Time-Remote-NY,North American Partners in Anesthesia,"Remote in East Syracuse, NY 13057+1 location",N/A,"Ability to extract and analyze relevant data.
Analyzes dashboard data to identify potential gaps in the departments reimbursement and workflows.",Posted30+ days ago,2022-05-05
569,Data Analytics Lead,UBS,"New York, NY",Estimated $78.6K - $99.6K a year,"Work collaboratively with business and audit teams to connect the dots for efficient use of data sources, developing risk scenarios and leveraging data…",Posted30+ days ago,2022-05-05
570,"Associate, Analytics & Data Strategy",Ankura,"New York, NY+1 location",Estimated $62.2K - $78.8K a year,"Utilize knowledge of databases and programming languages to analyze and interpret data, to include historical financial, operational, and transactional data and…",Posted30+ days ago,2022-05-05
571,Global Industrials Corporate Banking Analyst - Transportatio...,Citi,"New York, NY",N/A,"Organize and analyze data in preparation of client proposals.
The Corporate Banking Analyst is an intermediate level position responsible for leading the…",Posted28 days ago,2022-05-05
572,"Senior Business Analyst - Northfield, New Jersey",Lago Resort & Casino LLC,"Waterloo, NY 13165",Estimated $83.2K - $105K a year,"Provides timely, relevant, and accurate analysis of operational and business data.
The ideal candidate will be a high-potential professional that excels in…",Posted30+ days ago,2022-05-05
573,Data Operations Analyst,Bloomberg,"New York, NY 10261",N/A,"Supervise the delivery of financial data feeds from various third-party vendors, as well as client""s proprietary data.",Posted30+ days ago,2022-05-05
574,new,Moody's,"New York, NY 10001 (Chelsea area)+2 locations",N/A,"5 + years of system/business analysis experience.
Our data, analytical solutions and insights help decision-makers identify opportunities and manage the risks…",PostedToday,2022-05-05
575,Early Careers: IT Business Analyst,Aon,"New York, NY 10006 (Financial District area)",N/A,Building on the development colleagues receive in the role they are hired into; the Launch program is a supplemental development program for recent college…,Posted30+ days ago,2022-05-05
576,"Senior Data Analyst, Bureau of Equitable Health Systems",NYC Careers,"Queens, NY 11101+1 location",N/A,"Conduct data quality assurance activities, including data cleaning and recoding.
Prepare written analysis plans and data-driven reports and presentations.",Posted30+ days ago,2022-05-05
577,Senior Data Analyst,EPAM Systems,"Temporarily Remote in New York, NY 10010+2 locations",N/A,Create ETL packages and scripts to extract and load data into a data warehouse using Google internal workflow engines to meet the business data needs.,Posted30+ days ago,2022-05-05
578,new,Lazard Ltd.,"New York, NY+1 location",Estimated $91.1K - $115K a year,"Participate in client-facing requirements gathering sessions with business units and end-users; Gather and document end-user requirements for data capture,…",PostedJust posted,2022-05-05
579,Data Quality BA,Treliant,"New York, NY 10010 (Gramercy area)",Estimated $106K - $134K a year,"5-7 years relevant industry experience · Prior PMO experience including Project tracking, managing RAID log, preparing meeting materials, capturing minutes and…",Posted26 days ago,2022-05-05
580,Senior Data Analyst,Careers at Paxful,"New York, NY",Estimated $95.5K - $121K a year,"Provide data solutions, tools, and capabilities to enable self-service frameworks for data consumers.
Conduct detailed data analysis on data used across…",Posted30+ days ago,2022-05-05
581,new,Effectv,"New York, NY 10036",N/A,"Experience using Master data management, data quality and data lineage tools such as Informatica, Collibra, Ataccama etc. is a plus.",Posted1 day ago,2022-05-05
582,Medical Economics Analyst,HealthFirst,"New York, NY 10007 (Tribeca area)+8 locations",N/A,"Experience with SAS and/or SQL where you have created queries, pulled large data sets and performed data manipulations/analysis.",Posted30+ days ago,2022-05-05
583,"Data and Analytics Specialist,Business Intelligence (Datoram...",Active International,"Remote in New York, NY 10001",Estimated $70.6K - $89.4K a year,"3-4 years of experience in a marketing, reporting, and/or analytics role.
The Data and Analytics Specialist is the first level of contact for the media team’s…",Posted20 days ago,2022-05-05
584,new,LT Technology Services,"East Syracuse, NY",N/A,"Public data cloud and marketplace (e.g. Snowflake or equivalent).
Passion for automated process improvement, problem solving and efficient data processing.",Posted2 days ago,2022-05-05
585,Remote IT Business Analyst,Banner Health,"Remote in Blauvelt, NY 10913",N/A,"Identifies, investigates, tracks, and resolves multilevel project, system or application errors ensuring the solution is timely and of acceptable quality.",Posted25 days ago,2022-05-05
586,Business Analyst,Centivo,"Remote in Manhattan, NY",N/A,"Proven ability to manipulate and analyze complex data sets (ie. Microsoft Excel).
2+ years of professional experience working as a product manager, business…",Posted30+ days ago,2022-05-05
587,"Senior Analyst, Service Desk",Mayor's Office of Contract Services,"Manhattan, NY 10007 (Financial District area)",N/A,"Record user interaction and categorical data in designated customer services platforms, e.g. JIRA;
Accurately and consistently document data on stakeholder…",Posted30+ days ago,2022-05-05
588,new,"Arrow Electronics, Inc.","Hybrid remote in Purchase, NY 10577",N/A,"Minimum 1 - 3 years data/database administration experience with experience in the electronics industry preferred.
Strong research and problem-solving skills.",Posted1 day ago,2022-05-05
589,new,Upstate Cerebral Palsy Inc.,"Utica, NY 13502+1 location",N/A,"Analyze data independently and submit findings to the VP of Finance.
Must have the ability to analyze and interpret large amounts of data.",PostedToday,2022-05-05
590,new,OST,"Albany, NY 12234 (Central Avenue area)+1 location",N/A,"Of applications, business process validations reporting needs and data sanity checks.
6 years experience in transforming paper-based processes into electronic…",Posted1 day ago,2022-05-05
591,"Senior Analyst, Digital Ops - Data Analytics & Computer Scie...",Collins Aerospace,"Rome, NY",N/A,"Manage data strategy for Ops.
Real time data functionality for process automation.
Work on projects with connecting manufacturing equipment to the network and…",Posted30+ days ago,2022-05-05
592,Senior Business Analyst,HSBC,"New York, NY+1 location",N/A,"Product knowledge in payments and markets data a plus.
The SI team is responsible for using data and analytics to drive business growth through the generation…",Posted28 days ago,2022-05-05
593,Data Analyst,1199SEIU Training and Employment Funds,"New York, NY",Estimated $69.7K - $88.3K a year,Assist business units with recording outcomes in all software applications; work with Information Technology and Training and Employment Fund to develop a…,Posted30+ days ago,2022-05-05
594,Third Party Risk Management (TRPM) Gateway Center of Excelle...,Deloitte,"Jericho, NY 11753+2 locations",N/A,"Experience working on data analytics projects that included data mining, query development, data quality assessments, and/or statistical analysis is a plus.",Posted30+ days ago,2022-05-05
595,Senior Analyst-Business Intelligence,AT&T,"New York, NY",N/A,"Experience with data visualization and using data to tell a story.
Help to build Business intelligence infrastructure/technical projects with data engineering…",Posted30+ days ago,2022-05-05
596,"Associate, Analytics & Data Strategy",Ankura,"New York, NY",Estimated $62.2K - $78.8K a year,"Utilize knowledge of databases and programming languages to analyze and interpret data, to include historical financial, operational, and transactional data and…",Posted30+ days ago,2022-05-05
597,Business Analyst,HealthFirst,"New York, NY 10007 (Tribeca area)+1 location",N/A,"Experience with in-depth data querying and manipulation of data to assist with root-causing, trending and summarization of projects presented to various level…",Posted30+ days ago,2022-05-05
598,BI Reporting Data Specialist,AIG,"New York, NY",N/A,"Ability to perform data mapping from the data source to report, troubleshoot SQL code, and maintain a deep understanding of data and information resources.",Posted30+ days ago,2022-05-05
599,"Senior Analyst, Data + Analytics Operations",PepsiCo,"Purchase, NY 10577+1 location",N/A,3-5 years of experience in business related role or strategy experience either internally or with a Top-Tier consulting firm.,Posted30+ days ago,2022-05-05
600,Aviation Maintenance Analyst,Camp Systems International,"Ronkonkoma, NY 11779",Estimated $44.1K - $55.9K a year,"Provide regular comprehensive, data-driven reporting for all customer accounts.
Adopt a data-driven approach to making decisions, analyzing issues and…",Posted30+ days ago,2022-05-05
601,new,Energetics Careers,"Remote in Clinton, NY 13323+1 location",Estimated $83.7K - $106K a year,"Assign/manage task assignments for 3-4 data analysts.
Work in coordination with a team of senior and junior data analysts.",Posted7 days ago,2022-05-05
602,Business Analyst,"Creatd, Inc.","New York, NY",Estimated $68.9K - $87.3K a year,"Use data to drive business development; evaluate and improve efficiencies for internal projects and workflows.
You think abstractly and can execute tactically.",Posted25 days ago,2022-05-05
603,Systems and Data Analyst - Institutional Research,New York University,"New York, NY 10012 (Greenwich Village area)",N/A,"3+ years in software development and/or data analytics at the analyst level.
Well versed in quality data collection to ensure adequacy, accuracy and legitimacy…",Posted30+ days ago,2022-05-05
604,Technical Business Analyst,HSBC,"New York, NY",N/A,"As a Technical Business Analyst you will be driving the end-to-end delivery lifecycle, covering the inception, development, testing, release and ongoing…",Posted30+ days ago,2022-05-05
605,new,GlossGenius,"Remote in New York, NY",Estimated $109K - $139K a year,"Use dbt to design and build data models that enable great analysis.
The team assumes full ownership of our front-end data tech stack.",Posted7 days ago,2022-05-05
606,MANAGEMENT ANALYST,Onondaga County,"Syracuse, NY",Estimated $55.9K - $70.7K a year,"C. Five (5) years of paraprofessional or professional level work experience, or its part time equivalent, two (2) years of which must have been professional…",Posted30 days ago,2022-05-05
607,Senior Data Analyst,Monument Economics Group,"New York, NY 10001 (Chelsea area)",Estimated $119K - $151K a year,"Processes) and data visualization in JMP;
 Review documents/records/data and interview client personnel.
 Strong analytical skills with ability to translate…",Posted30+ days ago,2022-05-05
608,Fixed Income Developer/Data Analyst,BGC Partners,"New York, NY",Estimated $99.3K - $126K a year,"5-10 years of experience developing either:
This role offers an excellent opportunity for a bright individual with hands-on development and implementation…",Posted30+ days ago,2022-05-05
609,CATT Sr. Data Analyst,RSM US LLP,"Remote in New York, NY 10036",Estimated $91.4K - $116K a year,"Collaborate with IT data engineers on development of data models.
Integrate and mine large data sets, connecting data from disparate sources to identify…",Posted30+ days ago,2022-05-05
610,DATA VISUALIZATION SPECIALIST,Tellic LLC,"Water Mill, NY 11976",Estimated $65.9K - $83.5K a year,"Proficient with data visualizations and using data to tell interesting business stories.
Role requires quantitative data analysis to rapidly iterate, prototype,…",Posted30+ days ago,2022-05-05
611,Project Control Analyst,NYC Careers,"Queens, NY",N/A,"Reporting and data visualization skills.
Reporting and data visualization skills.
Collaborate with team members to collect and analyze data.",Posted30+ days ago,2022-05-05
612,new,Digitas,"New York, NY 10104 (Midtown area)",N/A,"✦ Generate system reports and analyze data to provide commentary.
We are the connected marketing agency, a full-service agency with modern creative & media,…",Posted6 days ago,2022-05-05
613,Analyst Programmatic & Data Solutions,WebMD,"New York, NY 10014 (West Village area)",Estimated $55.3K - $70.1K a year,"Ability to interpret large data sets and extract insights in order to solve business problems.
Partnering with Data Management team to ingest, organize, and…",Posted30+ days ago,2022-05-05
614,Quality Systems & Business Analyst,"INFICON, Inc.","East Syracuse, NY 13057",Estimated $68K - $86K a year,"Collects data, performs root cause analysis of issues or problems, and proposes solutions according to the current and future needs of the business.",Posted30+ days ago,2022-05-05
615,Business Intelligence Data Analyst Marketing,Pitney Bowes,"Remote in New York, NY",N/A,"Utilize data visualization software products to enhance understanding of data analyses.
Perform ad-hoc data pulls.
Have a solid understanding of web analytics.",Posted30+ days ago,2022-05-05
616,Sr. Business Analyst,Photon,"Irving, NY",Estimated $81.9K - $104K a year,": Responsible for eliciting, analyzing, validating, specifying, verifying, and managing the business needs of the project stakeholders, including customers and…",Posted30+ days ago,2022-05-05
617,"Associate, Data Analyst",Lazard Ltd.,"New York, NY",Estimated $62.7K - $79.5K a year,"Implement data profiling and data quality dashboard metrics.
Develop conceptual business rules and automation process to detect data quality issues against…",Posted30+ days ago,2022-05-05
618,"AVP Diversity, Equity & Inclusion Data Analyst",Citi,"New York, NY",N/A,"2-3 years of experience in a data analytics or project management role.
Strong analytical and data visualization skills.",Posted30+ days ago,2022-05-05
