,Unnamed: 0,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
255,465,Sr. Software Engineer,SPX,"Elk Grove Village, IL 60007+1 location",Estimated $97.8K - $124K a year,Bachelor’s degree in electrical or computer engineering or similar with 5 years of experience with embedded systems development.,Posted30+ days ago,2022-05-05
256,468,Lead Software Engineer,Coretelligent,"Remote in Chicago, IL 60602",Estimated $102K - $130K a year,"Evaluate new products and technologies to meet business needs.
Public cloud management (Azure preferred).
That's why we provide competitive compensation and…",Posted30+ days ago,2022-05-05
257,471,Senior Associate Software Engineer– Advisory Data Organizati...,KPMG,"Chicago, IL 60601 (The Loop area)+2 locations",,"Bachelor's degree or higher from an accredited college/university in Computer Science, Mathematics, Computer Engineering, Statistics or a similar field.",Posted30+ days ago,2022-05-05
258,472,Embedded Software Engineer (CT),"CANON MEDICAL RESEARCH USA, INC","Chicago, IL",,The Embedded Software Engineer will work with a team to design and implement high quality embedded software for large medical devices from requirements to…,Posted30+ days ago,2022-05-05
259,475,Senior Software Engineer,iRhythm Technologies,"Remote in Chicago, IL",,"Fostering a strong software engineer environment through code reviews and unit tests.
6+ years of Java, object oriented programming and software engineering.",Posted30+ days ago,2022-05-05
260,478,Mobile Software Engineer - iOS (Swift),Doximity,"Remote in Chicago, IL",,"You have professional experience developing software for the iOS platform.
You have a strong software engineering background with understanding of computer…",Posted23 days ago,2022-05-05
261,480,Front-End Software Engineer,Fitch Group,"Chicago, IL+3 locations",Estimated $81.7K - $103K a year,"Experience in GraphQL schema design, implementation and client side usage, preferably using Apollo.
Familiarity with website analytics tools, such as Google…",Posted30+ days ago,2022-05-05
262,483,Software Engineer,iAOS Solutions,"Warrenville, IL",Estimated $95.2K - $121K a year,"Position requires a Bachelor’s degree, or foreign equivalent, in Computer Science, Computer Information Systems, or a closely related field of study, plus 5…",Posted30+ days ago,2022-05-05
263,487,Software Engineer,CACI,"Lisle, IL 60532",,"You will demonstrate breadth and flexibility by contributing at various levels of software development from infrastructure through application, including full…",Posted30+ days ago,2022-05-05
264,490,Expert Software Engineer - Remote,Practice Fusion,"Remote in Chicago, IL",Estimated $95.8K - $121K a year,"Version control and continuous integration.
Author SQL Server database schemas and stored procedures.
Advocate for the right tools for the task at hand.",Posted30+ days ago,2022-05-05
265,491,Cloud Software Engineer,John Deere,"Hybrid remote in Chicago, IL",,"2+ years of experience cloud development within Amazon Web Services (AWS) platform or similar technologies.
Specialize in working on cloud computing systems and…",Posted30+ days ago,2022-05-05
266,498,Senior Software Engineer,Harris Associates,"Chicago, IL 60606 (The Loop area)",Estimated $103K - $130K a year,Partner with stakeholders on efforts to modernize and transform our platforms to leverage cloud-native solutions to democratize technology & data across the…,Posted30+ days ago,2022-05-05
267,500,Senior Software Developer,Computer Information Systems,"Skokie, IL 60077",Estimated $95.3K - $121K a year,"Experience with manual software testing.
Experience with automated software testing.
Experience with Agile software development methodologies.",Posted30+ days ago,2022-05-05
268,502,Software Engineer,Denim Social,"Chicago, IL",Estimated $115K - $146K a year,"Help us build a world-class software and stronger customer relationships.
Denim Social is a social media management software company that provides tools to…",Posted12 days ago,2022-05-05
269,504,Sr. Software Development Engineer,Amazon.com Services LLC,"Chicago, IL+5 locations",,"4+ years of professional software development experience.
3+ years of programming experience with at least one modern language such as Java, C++, or C#…",Posted30+ days ago,2022-05-05
270,505,"Software Engineer (Full Stack, JavaScript)",Epsilon,"Chicago, IL 60606 (The Loop area)+2 locations",,"Applied experience programming using modern object-oriented and functional languages such as Java, JavaScript, Scala, Python, C/C++, or similar.",Posted30+ days ago,2022-05-05
271,509,Senior Software Engineer - Front-End,CyberCube,"Remote in Chicago, IL+1 location",Estimated $102K - $129K a year,"Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery.
Good knowledge and practical experience of client-side build…",Posted30+ days ago,2022-05-05
272,511,RPA Software Engineer- Remote,Quest Diagnostics,"Remote in Orland Park, IL 60462",,"Create design specifications, documentation, and unit testing plans as defined by the Agile development process.
Healthcare or laboratory experience preferred.",Posted30+ days ago,2022-05-05
273,515,Lead Software Development Engineer in Test (Remote),Enova International,"Hybrid remote in Chicago, IL 60604+2 locations",,"Mentor and train software engineers on various topics to achieve short term and long term goals.
Data and Decisioning - We work on building pipelines and tools…",Posted30+ days ago,2022-05-05
274,516,Fullstack Software Engineer,Box,"Remote in Chicago, IL 60607",Estimated $92.4K - $117K a year,"Have great visibility and impact across all of Engineering.
Deep understanding of algorithms, data structures and software design.",Posted30+ days ago,2022-05-05
275,519,Backend Software Development Engineer,Fortinet,"Chicago, IL",Estimated $116K - $147K a year,This is a backend software developer role for someone with experience building large-scale distributed applications for advanced infrastructure and digital…,Posted30+ days ago,2022-05-05
276,523,Software Engineering Manager (Services),Vivid Seats,"Chicago, IL 60606 (Loop area)",Estimated $129K - $163K a year,"Participate in the Design and architecture to drive technical innovations · While this position does not require hands-on coding, it will require technical…",Posted23 days ago,2022-05-05
277,524,Senior Software Engineer,Azul 3D,"Chicago, IL",Estimated $131K - $166K a year,"You will be working on a wide range of software development projects, which includes collaborating with electrical and mechanical engineers for hardware…",Posted30+ days ago,2022-05-05
0,0,"Data Analyst, Sports Content",Disney Streaming,"New York, NY+4 locations",,"Understanding of data warehousing concepts, design, modeling and data engineering.
Support business units, data teams and product/program management with…",Posted8 days ago,2022-05-05
1,1,Data Analyst,Sony Music Publishing (US) LLC,"New York, NY",,"Develop new methods and metrics to draw insights from existing data sources, investigate emerging data sources.
Proficient in Python and SQL.",Posted23 days ago,2022-05-05
2,2,Junior Data Analyst,MealPal,"New York, NY",Estimated $57.9K - $73.3K a year,"️ Mine data for answers to business challenges.
️ Develop insights and recommend business strategy based on data.
This role is ideal for a 2022 College Grad.",Posted30+ days ago,2022-05-05
3,3,Data Analyst (Remote),pulseData,"Remote in New York, NY",,"You'll be cleaning and scrubbing medical record data and claims data to ensure it can be used in our data pipelines.
Bonus points for any experience in Spark.",Posted30+ days ago,2022-05-05
4,5,Data Analyst,Northwell Health,"New York, NY+8 locations",,"Identifies issues in data quality that would impact reporting (i.e. duplicate records, missing data, etc.).
Serves as a liaison between departments analytical…",Posted30+ days ago,2022-05-05
5,7,Data Analyst,Salient,"Remote in Horseheads, NY 14845+1 location",,"Learning experience, (3) advanced Excel skills including experience with data validation, (4) editing HTML, and (5) R and.
401(k) match / profit share.",Posted23 days ago,2022-05-05
6,8,Data Analyst (Remote),MIRROR,"Remote in New York, NY 10018",Estimated $74.9K - $94.9K a year,"Promote data expertise, standard methodologies, and documentation for all analytical data needs.
The Data Analyst will help build the foundation for MIRRORs…",Posted30+ days ago,2022-05-05
7,13,Data Analyst,Roles at YipitData,"Remote in New York, NY",Estimated $90.7K - $115K a year,Be the primary owner running or building new data products end-to-end from data ingestion or web scraping through publishing reports and sending granular data…,Posted30+ days ago,2022-05-05
8,16,Data Analyst,ACLU,"New York, NY 10004 (Financial District area)",Estimated $48.5K - $61.5K a year,The NYCLU seeks a data analyst to conduct research and help us use data to better understand and improve public schools and institutions that serve young New…,Posted8 days ago,2022-05-05
9,17,Junior Data Analyst,VEVO,"Hybrid remote in New York, NY",Estimated $60.6K - $76.8K a year,"Analytics needs including data automation, data accessibility, data quality and.
Collaborate with various departments within Vevo to gather data and reporting…",Posted30+ days ago,2022-05-05
10,18,(Jr) Quantitative Analyst / Data Scientist,TrueChoice Solutions,"Remote in Vienna, NY",Estimated $85.2K - $108K a year,"Support the organization on all projects and tasks related to analytics, quantitative analyses and data science.
Develop client-facing analytics dashboards.",Posted30+ days ago,2022-05-05
11,19,"Data Analyst, Sports Content",Disney Streaming,"New York, NY+4 locations",,"Understanding of data warehousing concepts, design, modeling and data engineering.
Support business units, data teams and product/program management with…",Posted8 days ago,2022-05-05
12,21,Data Analyst,Sony Music Publishing (US) LLC,"New York, NY",,"Develop new methods and metrics to draw insights from existing data sources, investigate emerging data sources.
Proficient in Python and SQL.",Posted23 days ago,2022-05-05
13,22,Manufacturing Data Analyst,Corning,"Painted Post, NY 14870",,"Work with Division and Plant IT to deliver consolidated key production data to the division level through EIS.
.NET developer (ASP.NET and VB.",Posted9 days ago,2022-05-05
14,23,Marketing Data Analyst,AmeriCU Credit Union,"Yorkville, NY 13495",Estimated $55.9K - $70.7K a year,"Foster creative thinking around how to use data and how data can solve business challenges in support of marketing and communication activities, media, CRM and…",Posted12 days ago,2022-05-05
15,25,"Risk Data Analyst, Trust and Safety",Google,"New York, NY (Chelsea area)",,"Improve tools through data analysis, technical expertise, and presentations to key stakeholders.
Perform data analysis to derive insights that help to identify…",Posted30+ days ago,2022-05-05
16,26,CRM Data Analyst,Bard College,"Annandale-on-Hudson, NY 12504",Estimated $58.9K - $74.5K a year,"Execution of data imports for recruitment event registrations and lead sources according to source formats.
Great organizational and interpersonal skills with…",Posted8 days ago,2022-05-05
17,27,"Business Analyst (Entry Level) Rotation Program - New York,...",Net at Work,"Remote in New York, NY 10018",Estimated $51.5K - $65.3K a year,"Using both business and technical skills, the Business Analyst works directly with clients to identify business requirements with enough detail and clarity to…",Posted30+ days ago,2022-05-05
18,28,DATA ANALYST,Perfume Center of America,"Ronkonkoma, NY 11779",Estimated $74.8K - $94.8K a year,"Great with data visualization- R Graphics, Tableau.
As we want to develop our in-house Analytics, we want someone to develop insights, algorithms and data…",Posted30+ days ago,2022-05-05
19,29,Apprentice Business Analyst - Healthcare,Public Consulting Group,"Remote in Albany, NY 12211+1 location",Estimated $62.5K - $79.1K a year,"Gathering and analyzing a variety of data, including both financial and written policy/procedure information.
PCG’s Health practice offers in-depth programmatic…",Posted15 days ago,2022-05-05
20,31,Senior Data Analyst,"VIZIO, Inc.","New York, NY 10019 (Midtown area)",,"Wrangle data and build data pipeline.
Experience with data visualizations and using data to tell a story.
Turn detailed granular data into actionable insights.",Posted30+ days ago,2022-05-05
21,32,Data Analyst,Memorial Sloan Kettering Cancer Center,"Hybrid remote in New York, NY 10017+2 locations",,"Familiarity with high-throughput sequencing data.
Your implementation of processing and visualization algorithms will allow data scientists, biologists and…",Posted30+ days ago,2022-05-05
22,35,Data Analyst,Roles at YipitData,"Remote in New York, NY",Estimated $90.7K - $115K a year,Be the primary owner running or building new data products end-to-end from data ingestion or web scraping through publishing reports and sending granular data…,Posted30+ days ago,2022-05-05
23,36,Apprentice Business Analyst - Healthcare,Public Consulting Group,"Remote in Albany, NY 12211+1 location",Estimated $62.5K - $79.1K a year,"Gathering and analyzing a variety of data, including both financial and written policy/procedure information.
PCG’s Health practice offers in-depth programmatic…",Posted15 days ago,2022-05-05
24,37,RN Analyst-Data-Quality,Ascension,"Binghamton, NY 13905",,"Conduct quality data analysis and clinical decision support for designated system(s).
As an Analyst you will support Riverside Surgical and RN with Surgical or…",Posted30+ days ago,2022-05-05
25,39,Data Analyst,Dopple,"Remote in New York, NY",Estimated $79.9K - $101K a year,"Aggregate data from different sources into a data warehouse and execute data architecture decisions.
3-4+ years' experience in a data analysis role, building…",Posted30+ days ago,2022-05-05
26,40,CRM Data Analyst,Bard College,"Annandale-on-Hudson, NY 12504",Estimated $58.9K - $74.5K a year,"Execution of data imports for recruitment event registrations and lead sources according to source formats.
Great organizational and interpersonal skills with…",Posted8 days ago,2022-05-05
27,41,Data Analyst,NYU Langone,"New York, NY+6 locations",,"Update and maintain databases, facilitate regular data checking and quality assurance.
Cultivate deep familiarity with methodological approaches and data from…",Posted30+ days ago,2022-05-05
28,42,Data Analyst - Parametric,Morgan Stanley,"New York, NY+6 locations",,"Ability to analyze data with proficiency in SQL, Microsoft Suites.
This role requires that all successful applicants be fully vaccinated against COVID-19 as a…",Posted30+ days ago,2022-05-05
29,43,Data Analyst IT552502,ICL,"New York, NY 10004 (Financial District area)",,"The data analyst collects, cleans, analyzes, reports, and visualizes the data pertinent to ICL operation, clinical activities, and administration.",Posted30+ days ago,2022-05-05
30,45,Data Analyst,New York University,"New York, NY 10012 (Greenwich Village area)",,"Design and maintain data visualizations and dashboards to support decision-making.
Curate and validate data sources for other University offices for research…",Posted27 days ago,2022-05-05
31,46,Data Analyst,Sun River Health,"Peekskill, NY 10566+2 locations",Estimated $55.7K - $70.5K a year,"This position will be responsible for data management and analysis.
Identifying any bugs that may be impacting data accuracy and implementing solutions rid…",Posted30+ days ago,2022-05-05
32,47,DATA ANALYST,Montefiore Medical Center,"Bronx, NY 10451 (South Bronx area)+6 locations",,"Minimum bachelor's (data analytics, computer science, information systems, health administration, or related fields) with 2 years of experience as data analyst.",Posted9 days ago,2022-05-05
33,48,"Professional, Data Analyst",MVP Health Care,"Schenectady, NY 12305 (Downtown area)+3 locations",Estimated $66.5K - $84.1K a year,"Intermediate data processing skills for use in data warehouse applications, including ability to identify appropriate data fields and write queries to obtain…",Posted20 days ago,2022-05-05
34,49,Data and Reporting Analyst,Citi,"New York, NY+2 locations",,"Knowledge of business intelligence tooling like Tableau, data architecture, data quality analysis, business process modelling, and data flow design – or…",Posted30+ days ago,2022-05-05
35,53,Data Analyst,OnFrontiers,"Remote in New York, NY",Estimated $77.6K - $98.2K a year,"2+ years of experience in data analytics, at a marketplace or B2B SaaS company.
Work with business stakeholders to identify improvements in efficiency and usage…",Posted30+ days ago,2022-05-05
36,56,Data Analyst,SellUP,"New York, NY 10010 (Flatiron area)",,"Gain a deep knowledge of programs, strategy, and data.
The agency offers businesses advanced marketing services, utilizing time-tested methods, and procedures…",Posted30+ days ago,2022-05-05
37,58,Data Entry / Document Analyst,American Arbitration Association,"Buffalo, NY 14202 (Central Business District area)",,"Mathematical Skills: Ability to add, subtract, multiply, and divide in all units of measure; ability to understand and interpret statistical reports, financial…",Posted30+ days ago,2022-05-05
38,59,Data & Credit Analyst,Reorg Research,"New York, NY",,"Collaboratively work alongside the other data & credit analysts to support coverage.
Among other perks, Reorg employees enjoy competitive health benefits,…",Posted30+ days ago,2022-05-05
39,60,Data Science Analyst,Metropolitan Transportation Authority,"Manhattan, NY",,"A minimum of (1) year of experience working in a data science or data engineering role, or another position with similar programing and data management content.",Posted13 days ago,2022-05-05
40,61,Junior Data Analyst,VEVO,"Hybrid remote in New York, NY",Estimated $60.6K - $76.8K a year,"Analytics needs including data automation, data accessibility, data quality and.
Collaborate with various departments within Vevo to gather data and reporting…",Posted30+ days ago,2022-05-05
41,62,"Analyst, IT Data & Analytics",The Estée Lauder Companies,"Long Island City, NY",,"Ability to quickly analyze various data sets and identify their complexity, gaps and relations with other data assets (Strong data analysis skills).",Posted12 days ago,2022-05-05
42,67,"Analyst, Data and Analysis",Digitas,"New York, NY 10104 (Midtown area)",Estimated $43.5K - $55.1K a year,"Identifying nuances in data to optimize our clients’ business.
Keeping a pulse on day-to-day performance data, including display media, site, search, email, and…",Posted16 days ago,2022-05-05
43,68,"Associate Analyst, Data Analytics",CMI Media Group,"New York, NY 10019 (Midtown area)",Estimated $62.5K - $79.1K a year,"Utilize data visualization tools to analyze and compare multiple data sets.
Track incoming and outcoming data transfers, following established data security…",Posted30+ days ago,2022-05-05
44,69,Associate Business Analyst,Paramount,"New York, NY 10019 (Midtown area)+1 location",,"Monitor and govern the data, ensuring data quality and accuracy.
You will be part of a team charged with enabling data-centric decision making via reporting…",Posted21 days ago,2022-05-05
45,70,"Program Analyst 1 (Cannabis), #00564 & 00567",Office of Cannabis Management,"Albany, NY 12226 (Campus Area (University District) area)",,"5 days of personal leave per year.
Conduct research and make recommendations for enhancements to the program based upon data analysis.",Posted13 days ago,2022-05-05
46,71,Data Analyst,Digital Remedy,"New York, NY",Estimated $75.4K - $95.4K a year,"Review, analyze and compare data from daily reports, checking data flow throughout.
Knowledge or experience using data visualization and reporting platforms …",Posted28 days ago,2022-05-05
47,72,Financial Data Analyst | Hybrid or Remote Opportunity,HealthFirst,"Remote in Staten Island, NY 10301+6 locations",,"Work experience with data analytics.
Query, utilize and create large datasets utilizing SQL for data analytics.
Analyze trends and identify performance drivers.",Posted30+ days ago,2022-05-05
48,77,Marketing Data Analyst,AmeriCU Credit Union,"Yorkville, NY 13495",Estimated $55.9K - $70.7K a year,"Foster creative thinking around how to use data and how data can solve business challenges in support of marketing and communication activities, media, CRM and…",Posted12 days ago,2022-05-05
49,78,Data Analyst- New York Rangers,Madison Square Garden Entertainment,"Tarrytown, NY 10591+2 locations",,"Candidates should have 2+ years of using hockey specific data, data analysis and data engineering skills.
The NY Rangers Data Analyst will work with the data…",Posted20 days ago,2022-05-05
50,79,Business Data Analyst,Pinkerton,"New York, NY",,"Conduct data analysis to examine data sets to conclude the information contained therein.
Lead and support data-driven projects including;",Posted30+ days ago,2022-05-05
51,80,Data Analyst,"ClinicalMind, LLC","Remote in New York, NY 10038",Estimated $93.5K - $118K a year,"Using data mining to extract information from data sets and identify correlations and patterns.
A track record of influencing business strategy with data.",Posted30+ days ago,2022-05-05
52,81,Part-Time Data Review Analyst - Solvas Financial Technology,Deloitte,"New York, NY+1 location",,"This is a part-time syndicated loan data analyst opportunity supporting the Solvas|Digitize Managed service.
Review automated data extraction results.",Posted30+ days ago,2022-05-05
53,83,Data Analyst,Peachy,"New York, NY",Estimated $83.8K - $106K a year,"Collaborate with the data engineering team to ensure data quality and improve data access.
Write SQL queries and leverage data visualization tools (Looker) to…",Posted30+ days ago,2022-05-05
54,84,Data Analyst - Supply Chain (Remote),CustomInk,"Remote in New York, NY",Estimated $67.6K - $85.6K a year,"Drive data quality improvements to increase stakeholder confidence.
Strength of relationships with other leaders and analysts.",Posted9 days ago,2022-05-05
55,85,Data Services Analyst,Citi,"Getzville, NY 14068+6 locations",,"Interprets data and makes recommendations.
Applies specialty area knowledge in monitoring, assessing, analyzing and/or evaluating processes and data.",Posted12 days ago,2022-05-05
56,86,Master Data Analyst,IQVIA,"Orchard Park, NY+2 locations",,"Visually monitors data for any trends in the monthly and quarterly client information.
Under close guidance or supervision, responsible for creating and…",Posted20 days ago,2022-05-05
57,87,"Health Solutions, Data Auditor Consultant/Analyst- Pharmacy...",Aon,"New York, NY",,Apply expertise in auditing pharmacy or medical claims data and use analytical tools such as Excel and SQL to analyze client-submitted claims data against…,Posted30+ days ago,2022-05-05
58,89,Data Analyst,Columbia University Medical Center,"New York, NY 10032 (Washington Heights area)",,"Analyzing data quality and integrity; identifying and solving data quality problems;
Cultivate deep familiarity with methodological approaches and data.",Posted30+ days ago,2022-05-05
59,90,Public Finance Products Data Analyst,"JPMorgan Chase Bank, N.A.","New York, NY",,"As an analyst on the team, you will work to develop and enhance data oriented solutions used department-wide to best serve our clients.",Posted22 days ago,2022-05-05
60,92,Data Analyst,Glassview Media,"New York, NY",Estimated $69K - $87.4K a year,"Able to collect, synthesize and report data.
Hard working and detail oriented.
GlassView is a new type of marketplace for brands and publishers, designed for…",Posted30+ days ago,2022-05-05
61,93,Data Analyst,New York University,"New York, NY 10012 (Greenwich Village area)+2 locations",,"Design and maintain data visualizations and dashboards to support decision-making.
Curate and validate data sources for other University offices for research…",Posted27 days ago,2022-05-05
62,95,Aviation Field Data Analyst,Cyient,"New York, NY",,"Collaborate with offsite team who will be processing all data, answer any potential queries or additional data needed.
Cyient is an Equal Opportunity Employer.",Posted30+ days ago,2022-05-05
63,96,Data Analyst,NYC Criminal Justice Agency,"New York, NY",,"Investigate and resolve data issues with high level of complexity.
Design procedures to optimize data quality and automation for recurring projects.",Posted30+ days ago,2022-05-05
64,98,"Analyst, Data and Insights (Audience Analytics)",The New York Times,"New York, NY",,"1-3 years of experience working with data analytics or data science teams to deliver reporting and analysis.
Write SQL to pipeline and analyze big data.",Posted29 days ago,2022-05-05
65,101,Data Analyst,"Brighton Health Plan Solutions, LLC","Remote in Westbury, NY 11590+1 location",Estimated $53.5K - $67.7K a year,"1-3 years of relevant work experience.
Brighton Health Plan Solutions is looking for a detail‐oriented, analytical person to support Network, Employer and Plan…",Posted30+ days ago,2022-05-05
66,102,Data and Program Analyst,Children's Aid,"Manhattan, NY",,"Mining data from primary and secondary sources, then reorganizing data in a format that can be easily used by program staff, data intern or data systems.",Posted30+ days ago,2022-05-05
67,103,Research Data Analyst-NE,Albany Medical Center,"Albany, NY 12208 (Whitehall area)",,"Research Associate (Per Diem, Pediatric Hemophilia Program).
The Research Associate performs a variety of complex technical duties involved in conducting…",Posted30+ days ago,2022-05-05
68,104,"Program Analyst 1 (Cannabis), #00564 & 00567",Office of Cannabis Management,"Albany, NY 12226 (Campus Area (University District) area)+1 location",,"5 days of personal leave per year.
Conduct research and make recommendations for enhancements to the program based upon data analysis.",Posted13 days ago,2022-05-05
69,105,Accreditation Data Analyst (Part-Time),Iona College,"New Rochelle, NY 10801",Estimated $46.8K - $59.2K a year,"The position will be on a 3 year contract.
Assist with the completion of the accreditation annual report that has extensive data and reporting associated with…",Posted30+ days ago,2022-05-05
70,106,DATA ANALYST,Montefiore Medical Center,"Bronx, NY 10451 (South Bronx area)+6 locations",,"Minimum bachelor's (data analytics, computer science, information systems, health administration, or related fields) with 2 years of experience as data analyst.",Posted9 days ago,2022-05-05
71,107,Performance Improvement Specialist and Data Analyst,ACHIEVE of NY,"Binghamton, NY 13905",Estimated $42.5K - $53.9K a year,"Bachelor’s Degree in a related field plus 3-5 years of relevant experience.
Collect data across departments on key performance indicators.",Posted30+ days ago,2022-05-05
72,108,"Analyst, Strategy",Octagon,"Remote in New York, NY",Estimated $49.4K - $62.6K a year,"Develop insights from quantitative and qualitative data sources.
Someone who enjoys getting their hands dirty in the data and has experience in working with…",Posted24 days ago,2022-05-05
73,109,Data Analyst - Finance,Fireblocks,"New York, NY+1 location",Estimated $74.1K - $93.9K a year,"Define the data needed for the processes and work with data engineers on how / where to collect the data.
Model the data and choose what types of data to store…",Posted30+ days ago,2022-05-05
74,110,Business Intelligence Analyst,YouTube,"New York, NY",,"Lead technical training for business analysts.
Advocate technical best practices within the analyst community on pipelines, dashboards, code review practices,…",Posted20 days ago,2022-05-05
75,111,SENIOR DATA ANALYST,Montefiore Medical Center,"Bronx, NY 10458 (Fordham area)",,"Develop data visualization tools to convey data in a concise, relatable manner.
Validate data between separate systems, and pinpoint sources of discrepancies to…",Posted30+ days ago,2022-05-05
76,112,Forecasting Analyst,Insider Intelligence,"Remote in New York, NY",Estimated $76.2K - $96.4K a year,"Experience using Excel to analyze data.
Experienced in quantitative and qualitative data analysis with an innate curiosity around consumer behavior and…",Posted8 days ago,2022-05-05
77,113,RN Analyst-Data-Quality,Ascension,"Binghamton, NY 13905",,"Conduct quality data analysis and clinical decision support for designated system(s).
As an Analyst you will support Riverside Surgical and RN with Surgical or…",Posted30+ days ago,2022-05-05
78,114,Transportation Data Analyst,Akimeka Careers,"Remote in Clinton, NY 13323+1 location",Estimated $63.9K - $80.9K a year,"Creating data frameworks for automated data transfer.
Characterizing data by removing proprietary information.
Experience handling vehicle telematics data sets.",Posted30+ days ago,2022-05-05
79,115,Data Analytics and Technology Analyst,Greystone Monticello LLC,"New York, NY 10016 (Gramercy area)",Estimated $76.4K - $96.8K a year,Develop/implement data harvesting processes in addition to providing quality control and quality assurance of imported data.,Posted8 days ago,2022-05-05
80,117,Data Analyst,Dopple,"Remote in New York, NY",Estimated $79.9K - $101K a year,"Aggregate data from different sources into a data warehouse and execute data architecture decisions.
3-4+ years' experience in a data analysis role, building…",Posted30+ days ago,2022-05-05
81,118,Associate Data Analyst,S&P Global,"New York, NY+1 location",,"1-2 years Professional or Internship experience as a data analyst or in a similar analytical + technical role.
Strong analytical and problem-solving skills.",Posted30+ days ago,2022-05-05
82,119,Analyst | Data Analytics and Reporting,NYC Careers,"Manhattan, NY 10007 (Financial District area)+1 location",,"Perform data wrangling, data mining, and data modeling.
Strong work ethic, attention to detail, organizational skills, and adaptable.",Posted25 days ago,2022-05-05
83,120,Financial Analyst,the NBA,"New York, NY 10022 (Midtown area)",,"Handle, manipulate and analyze data and information responsibly.
Minimum of 2-3 years of experience in public accounting, financial planning & analysis,…",Posted30+ days ago,2022-05-05
84,121,FIC Data Analytics Strat - Analyst,Deutsche Bank,"New York, NY",,"Relevant experience in data analytics for global markets.
Specific experience in electronic trading or in analyzing client data is highly desirable.",Posted30+ days ago,2022-05-05
85,124,"Business Analyst (Entry Level) Rotation Program - New York,...",Net at Work,"Remote in New York, NY 10018",Estimated $51.5K - $65.3K a year,"Using both business and technical skills, the Business Analyst works directly with clients to identify business requirements with enough detail and clarity to…",Posted30+ days ago,2022-05-05
86,125,Data Analyst- BI Lead,PulsePoint,"New York, NY 10014 (West Village area)+1 location",Estimated $84.8K - $107K a year,"Data analytics, data visualization, and analytical problem-solving skills.
As our BI Lead, you will lead a team of BI developers to design, develop, maintain,…",Posted30+ days ago,2022-05-05
87,126,Senior Data Analyst,Away,"New York, NY",Estimated $94.4K - $120K a year,"Experience with customer data platforms and customer data.
Perform in-depth analysis by collecting and analyzing data from disparate sources including…",Posted9 days ago,2022-05-05
88,127,Analyst | Data Analytics and Reporting,NYC Careers,"Manhattan, NY 10007 (Financial District area)+1 location",,"Perform data wrangling, data mining, and data modeling.
Strong work ethic, attention to detail, organizational skills, and adaptable.",Posted25 days ago,2022-05-05
89,129,Accreditation Data Analyst (Part-Time),Iona College,"New Rochelle, NY 10801",Estimated $46.8K - $59.2K a year,"The position will be on a 3 year contract.
Assist with the completion of the accreditation annual report that has extensive data and reporting associated with…",Posted30+ days ago,2022-05-05
90,130,Senior Data Analyst,Rochester Institute of Technology,"Rochester, NY 14623",Estimated $96.6K - $122K a year,"5+ years of professional data analytics experience.
Demonstrated experience in querying, cleaning and transforming large data sets.",Posted9 days ago,2022-05-05
91,131,Data/Reporting Analyst,Change Healthcare,"New York, NY",,"2 years of data analytics experience.
Partners with development and data management roles to identify and capture data required from internal and external…",Posted30+ days ago,2022-05-05
92,132,"Senior Risk Data Analyst, Trust and Safety",Google,"New York, NY (Chelsea area)",,"3 years of experience in data analysis, working with databases, and querying (e.g., SQL, MySQL, MapReduce, Hadoop).",Posted30+ days ago,2022-05-05
93,133,Sr Qualitative Data Analyst,Columbia University Medical Center,"Hybrid remote in New York, NY 10032",,"Assist in the analysis of qualitative data 50%.
Write-up of data analysis findings 30%.
Assist in the preparation of research manuscripts 5%.",Posted27 days ago,2022-05-05
94,136,Strategic Analytics Analyst,"Herman Miller, Inc.","Remote in New York, NY 10036",Estimated $65.5K - $82.9K a year,"Primarily leverage data from within our data warehouse, but supplement it with additional data gathering and cleanup when required.",Posted30+ days ago,2022-05-05
95,137,Sr. Data Analyst,"Syracuse Community Health Center, Inc.","Syracuse, NY 13202 (Southwest area)",Estimated $73.9K - $93.5K a year,"They will function as the subject matter expert on data governance and integrity, as well as organizational data stores.",Posted9 days ago,2022-05-05
96,138,"Associate Analyst, Data Analytics",CMI Media Group,"New York, NY 10019 (Midtown area)",Estimated $62.5K - $79.1K a year,"Utilize data visualization tools to analyze and compare multiple data sets.
Track incoming and outcoming data transfers, following established data security…",Posted30+ days ago,2022-05-05
97,140,Data Analyst IV - Remote,Centene Corporation,"Remote in New York, NY",,"Model data using MS Excel, Access, SQL, and/or other data ware house analytical tools.
Provide advanced analytical support for business operations in all or…",Posted16 days ago,2022-05-05
98,141,CRM Data Analyst,Bard College,"Annandale-on-Hudson, NY 12504",Estimated $58.9K - $74.5K a year,"Execution of data imports for recruitment event registrations and lead sources according to source formats.
Great organizational and interpersonal skills with…",Posted8 days ago,2022-05-05
99,142,Data Content Analyst,Intercontinental Exchange,"New York, NY 10022 (Turtle Bay area)",,"Experience as a Data Content Analyst or experience within reference data and data analytics.
Identify potential new and enhanced reliable sources that can be…",Posted20 days ago,2022-05-05
100,144,Business Intelligence (BI) Analyst,Morgan Stanley,"New York, NY",,"Deft navigation of data challenges: procurement, cleaning, transforming, and ingesting.
Work alongside a global squad of data and analytics experts, operating…",Posted30+ days ago,2022-05-05
